answer,pct,pollster,methodology,population,population_full,sample_size,numeric_grade,pollscore,party,transparency_score,end_date
Harris,49,Quinnipiac,Live Phone,lv,lv,940,2.8,-0.5,DEM,9,9/8/24
Trump,46,Quinnipiac,Live Phone,lv,lv,940,2.8,-0.5,REP,9,9/8/24
Stein,1,Quinnipiac,Live Phone,lv,lv,940,2.8,-0.5,GRE,9,9/8/24
Oliver,0,Quinnipiac,Live Phone,lv,lv,940,2.8,-0.5,LIB,9,9/8/24
West,0,Quinnipiac,Live Phone,lv,lv,940,2.8,-0.5,IND,9,9/8/24
Terry,0,Quinnipiac,Live Phone,lv,lv,940,2.8,-0.5,CON,9,9/8/24
Harris,50,Quinnipiac,Live Phone,lv,lv,940,2.8,-0.5,DEM,9,9/8/24
Trump,47,Quinnipiac,Live Phone,lv,lv,940,2.8,-0.5,REP,9,9/8/24
Harris,45,Quinnipiac,Live Phone,lv,lv,969,2.8,-0.5,DEM,9,9/8/24
Trump,49,Quinnipiac,Live Phone,lv,lv,969,2.8,-0.5,REP,9,9/8/24
West,1,Quinnipiac,Live Phone,lv,lv,969,2.8,-0.5,IND,9,9/8/24
De la Cruz,1,Quinnipiac,Live Phone,lv,lv,969,2.8,-0.5,PSL,9,9/8/24
Stein,0,Quinnipiac,Live Phone,lv,lv,969,2.8,-0.5,GRE,9,9/8/24
Oliver,0,Quinnipiac,Live Phone,lv,lv,969,2.8,-0.5,LIB,9,9/8/24
Harris,46,Quinnipiac,Live Phone,lv,lv,969,2.8,-0.5,DEM,9,9/8/24
Trump,49,Quinnipiac,Live Phone,lv,lv,969,2.8,-0.5,REP,9,9/8/24
Harris,50,Washington Post/George Mason University,Live Phone/Text-to-Web,lv,lv,1005,2.7,-0.8,DEM,9,9/8/24
Trump,42,Washington Post/George Mason University,Live Phone/Text-to-Web,lv,lv,1005,2.7,-0.8,REP,9,9/8/24
De la Cruz,1,Washington Post/George Mason University,Live Phone/Text-to-Web,lv,lv,1005,2.7,-0.8,PSL,9,9/8/24
Stein,1,Washington Post/George Mason University,Live Phone/Text-to-Web,lv,lv,1005,2.7,-0.8,GRE,9,9/8/24
Oliver,1,Washington Post/George Mason University,Live Phone/Text-to-Web,lv,lv,1005,2.7,-0.8,LIB,9,9/8/24
West,0,Washington Post/George Mason University,Live Phone/Text-to-Web,lv,lv,1005,2.7,-0.8,IND,9,9/8/24
Harris,51,Washington Post/George Mason University,Live Phone/Text-to-Web,lv,lv,1005,2.7,-0.8,DEM,9,9/8/24
Trump,43,Washington Post/George Mason University,Live Phone/Text-to-Web,lv,lv,1005,2.7,-0.8,REP,9,9/8/24
Harris,49,Washington Post/George Mason University,Live Phone/Text-to-Web,rv,rv,1005,2.7,-0.8,DEM,9,9/8/24
Trump,42,Washington Post/George Mason University,Live Phone/Text-to-Web,rv,rv,1005,2.7,-0.8,REP,9,9/8/24
De la Cruz,1,Washington Post/George Mason University,Live Phone/Text-to-Web,rv,rv,1005,2.7,-0.8,PSL,9,9/8/24
Stein,1,Washington Post/George Mason University,Live Phone/Text-to-Web,rv,rv,1005,2.7,-0.8,GRE,9,9/8/24
Oliver,1,Washington Post/George Mason University,Live Phone/Text-to-Web,rv,rv,1005,2.7,-0.8,LIB,9,9/8/24
West,0,Washington Post/George Mason University,Live Phone/Text-to-Web,rv,rv,1005,2.7,-0.8,IND,9,9/8/24
Harris,51,Washington Post/George Mason University,Live Phone/Text-to-Web,rv,rv,1005,2.7,-0.8,DEM,9,9/8/24
Trump,43,Washington Post/George Mason University,Live Phone/Text-to-Web,rv,rv,1005,2.7,-0.8,REP,9,9/8/24
Harris,48.8,Embold Research,Text-to-Web/Online Ad,lv,lv,1616,1.4,0.6,DEM,6,9/8/24
Trump,44.6,Embold Research,Text-to-Web/Online Ad,lv,lv,1616,1.4,0.6,REP,6,9/8/24
Harris,46.89,Morning Consult,Online Panel,lv,lv,901,1.9,-0.3,DEM,3,9/8/24
Trump,49.05,Morning Consult,Online Panel,lv,lv,901,1.9,-0.3,REP,3,9/8/24
Harris,47.05,Morning Consult,Online Panel,lv,lv,3182,1.9,-0.3,DEM,3,9/8/24
Trump,49.12,Morning Consult,Online Panel,lv,lv,3182,1.9,-0.3,REP,3,9/8/24
Harris,62.23,Morning Consult,Online Panel,lv,lv,640,1.9,-0.3,DEM,3,9/8/24
Trump,34.13,Morning Consult,Online Panel,lv,lv,640,1.9,-0.3,REP,3,9/8/24
Harris,49.19,Morning Consult,Online Panel,lv,lv,1368,1.9,-0.3,DEM,3,9/8/24
Trump,46.12,Morning Consult,Online Panel,lv,lv,1368,1.9,-0.3,REP,3,9/8/24
Harris,47.58,Morning Consult,Online Panel,lv,lv,516,1.9,-0.3,DEM,3,9/8/24
Trump,48.45,Morning Consult,Online Panel,lv,lv,516,1.9,-0.3,REP,3,9/8/24
Harris,43.58,Morning Consult,Online Panel,lv,lv,1558,1.9,-0.3,DEM,3,9/8/24
Trump,51.92,Morning Consult,Online Panel,lv,lv,1558,1.9,-0.3,REP,3,9/8/24
Harris,49.34,Morning Consult,Online Panel,lv,lv,1910,1.9,-0.3,DEM,3,9/8/24
Trump,46.34,Morning Consult,Online Panel,lv,lv,1910,1.9,-0.3,REP,3,9/8/24
Harris,43.43,Morning Consult,Online Panel,lv,lv,2940,1.9,-0.3,DEM,3,9/8/24
Trump,51.75,Morning Consult,Online Panel,lv,lv,2940,1.9,-0.3,REP,3,9/8/24
Harris,49.48,Morning Consult,Online Panel,lv,lv,638,1.9,-0.3,DEM,3,9/8/24
Trump,46.19,Morning Consult,Online Panel,lv,lv,638,1.9,-0.3,REP,3,9/8/24
Harris,48.22,Morning Consult,Online Panel,lv,lv,1369,1.9,-0.3,DEM,3,9/8/24
Trump,47.82,Morning Consult,Online Panel,lv,lv,1369,1.9,-0.3,REP,3,9/8/24
Harris,54.8,Morning Consult,Online Panel,lv,lv,498,1.9,-0.3,DEM,3,9/8/24
Trump,40.08,Morning Consult,Online Panel,lv,lv,498,1.9,-0.3,REP,3,9/8/24
Harris,48.39,Morning Consult,Online Panel,lv,lv,1405,1.9,-0.3,DEM,3,9/8/24
Trump,47.51,Morning Consult,Online Panel,lv,lv,1405,1.9,-0.3,REP,3,9/8/24
Harris,50.92,Morning Consult,Online Panel,lv,lv,501,1.9,-0.3,DEM,3,9/8/24
Trump,44.28,Morning Consult,Online Panel,lv,lv,501,1.9,-0.3,REP,3,9/8/24
Harris,51.97,Morning Consult,Online Panel,lv,lv,873,1.9,-0.3,DEM,3,9/8/24
Trump,42.24,Morning Consult,Online Panel,lv,lv,873,1.9,-0.3,REP,3,9/8/24
Harris,49,Morning Consult,Online Panel,lv,lv,10145,1.9,-0.3,DEM,3,9/7/24
Trump,46,Morning Consult,Online Panel,lv,lv,10145,1.9,-0.3,REP,3,9/7/24
Harris,49,SurveyUSA,Online Panel,lv,lv,676,2.8,-1.3,DEM,8,9/7/24
Trump,46,SurveyUSA,Online Panel,lv,lv,676,2.8,-1.3,REP,8,9/7/24
Harris,40,Hendrix College,Text,lv,lv,696,0.9,0.6,DEM,4,9/6/24
Trump,55,Hendrix College,Text,lv,lv,696,0.9,0.6,REP,4,9/6/24
Kennedy,1,Hendrix College,Text,lv,lv,696,0.9,0.6,IND,4,9/6/24
Oliver,1,Hendrix College,Text,lv,lv,696,0.9,0.6,LIB,4,9/6/24
Stein,0,Hendrix College,Text,lv,lv,696,0.9,0.6,GRE,4,9/6/24
Harris,49,Morning Consult,Online Panel,lv,lv,10014,1.9,-0.3,DEM,3,9/6/24
Trump,46,Morning Consult,Online Panel,lv,lv,10014,1.9,-0.3,REP,3,9/6/24
Harris,47,co/efficient,IVR/Text,lv,lv,931,1.1,0.3,DEM,5,9/6/24
Trump,47,co/efficient,IVR/Text,lv,lv,931,1.1,0.3,REP,5,9/6/24
Harris,47,co/efficient,IVR/Text,lv,lv,917,1.1,0.3,DEM,5,9/6/24
Trump,47,co/efficient,IVR/Text,lv,lv,917,1.1,0.3,REP,5,9/6/24
Harris,46,co/efficient,IVR/Text,lv,lv,889,1.1,0.3,DEM,5,9/6/24
Trump,48,co/efficient,IVR/Text,lv,lv,889,1.1,0.3,REP,5,9/6/24
Harris,50,YouGov,Online Panel,lv,lv,1077,3,-1.1,DEM,9,9/6/24
Trump,49,YouGov,Online Panel,lv,lv,1077,3,-1.1,REP,9,9/6/24
Harris,50,YouGov,Online Panel,lv,lv,1078,3,-1.1,DEM,9,9/6/24
Trump,50,YouGov,Online Panel,lv,lv,1078,3,-1.1,REP,9,9/6/24
Harris,51,YouGov,Online Panel,lv,lv,946,3,-1.1,DEM,9,9/6/24
Trump,49,YouGov,Online Panel,lv,lv,946,3,-1.1,REP,9,9/6/24
Harris,47,Siena/NYT,Live Phone,lv,lv,1695,3,-1.5,DEM,9,9/6/24
Trump,48,Siena/NYT,Live Phone,lv,lv,1695,3,-1.5,REP,9,9/6/24
Harris,45,Siena/NYT,Live Phone,lv,lv,1695,3,-1.5,DEM,9,9/6/24
Trump,47,Siena/NYT,Live Phone,lv,lv,1695,3,-1.5,REP,9,9/6/24
Stein,1,Siena/NYT,Live Phone,lv,lv,1695,3,-1.5,GRE,9,9/6/24
Oliver,2,Siena/NYT,Live Phone,lv,lv,1695,3,-1.5,LIB,9,9/6/24
Harris,46,Siena/NYT,Live Phone,rv,rv,1695,3,-1.5,DEM,9,9/6/24
Trump,48,Siena/NYT,Live Phone,rv,rv,1695,3,-1.5,REP,9,9/6/24
Harris,44,Siena/NYT,Live Phone,rv,rv,1695,3,-1.5,DEM,9,9/6/24
Trump,46,Siena/NYT,Live Phone,rv,rv,1695,3,-1.5,REP,9,9/6/24
Stein,2,Siena/NYT,Live Phone,rv,rv,1695,3,-1.5,GRE,9,9/6/24
Oliver,2,Siena/NYT,Live Phone,rv,rv,1695,3,-1.5,LIB,9,9/6/24
Harris,53,Elway,Live Phone/Text-to-Web,rv,rv,403,1.9,-0.2,DEM,6,9/6/24
Trump,32,Elway,Live Phone/Text-to-Web,rv,rv,403,1.9,-0.2,REP,6,9/6/24
Harris,46,Virginia Commonwealth U.,Live Phone/Text-to-Web,a,a,813,2.1,-0.1,DEM,9,9/6/24
Trump,36,Virginia Commonwealth U.,Live Phone/Text-to-Web,a,a,813,2.1,-0.1,REP,9,9/6/24
West,2,Virginia Commonwealth U.,Live Phone/Text-to-Web,a,a,813,2.1,-0.1,IND,9,9/6/24
Stein,1,Virginia Commonwealth U.,Live Phone/Text-to-Web,a,a,813,2.1,-0.1,GRE,9,9/6/24
Harris,49.4,Virginia Commonwealth U.,Live Phone/Text-to-Web,rv,rv,749,2.1,-0.1,DEM,9,9/6/24
Trump,35.7,Virginia Commonwealth U.,Live Phone/Text-to-Web,rv,rv,749,2.1,-0.1,REP,9,9/6/24
West,1.2,Virginia Commonwealth U.,Live Phone/Text-to-Web,rv,rv,749,2.1,-0.1,IND,9,9/6/24
Stein,1.1,Virginia Commonwealth U.,Live Phone/Text-to-Web,rv,rv,749,2.1,-0.1,GRE,9,9/6/24
Harris,50,HarrisX/Harris Poll,Online Panel,rv,rv,2358,1.5,-0.1,DEM,7,9/5/24
Trump,50,HarrisX/Harris Poll,Online Panel,rv,rv,2358,1.5,-0.1,REP,7,9/5/24
Harris,49,HarrisX/Harris Poll,Online Panel,rv,rv,2358,1.5,-0.1,DEM,7,9/5/24
Trump,49,HarrisX/Harris Poll,Online Panel,rv,rv,2358,1.5,-0.1,REP,7,9/5/24
West,1,HarrisX/Harris Poll,Online Panel,rv,rv,2358,1.5,-0.1,IND,7,9/5/24
Stein,1,HarrisX/Harris Poll,Online Panel,rv,rv,2358,1.5,-0.1,GRE,7,9/5/24
Harris,60.8,Emerson,Online Panel/Text-to-Web,lv,lv,815,2.9,-1.1,DEM,7,9/5/24
Trump,38,Emerson,Online Panel/Text-to-Web,lv,lv,815,2.9,-1.1,REP,7,9/5/24
Harris,47.6,Emerson,Online Panel/Text-to-Web,lv,lv,815,2.9,-1.1,DEM,7,9/5/24
Trump,51.1,Emerson,Online Panel/Text-to-Web,lv,lv,815,2.9,-1.1,REP,7,9/5/24
Harris,48,Emerson,Online Panel/Text-to-Web,lv,lv,845,2.9,-1.1,DEM,7,9/5/24
Trump,50.9,Emerson,Online Panel/Text-to-Web,lv,lv,845,2.9,-1.1,REP,7,9/5/24
Harris,44.7,Emerson,Online Panel/Text-to-Web,lv,lv,945,2.9,-1.1,DEM,7,9/5/24
Trump,54.3,Emerson,Online Panel/Text-to-Web,lv,lv,945,2.9,-1.1,REP,7,9/5/24
Harris,46,TIPP,Online Panel,rv,rv,1015,1.8,-0.4,DEM,3,9/5/24
Trump,45.9,TIPP,Online Panel,rv,rv,1015,1.8,-0.4,REP,3,9/5/24
Harris,46.8,TIPP,Online Panel,lv,lv,949,1.8,-0.4,DEM,3,9/5/24
Trump,46.7,TIPP,Online Panel,lv,lv,949,1.8,-0.4,REP,3,9/5/24
Harris,45.8,TIPP,Online Panel,rv,rv,1015,1.8,-0.4,DEM,3,9/5/24
Trump,45.8,TIPP,Online Panel,rv,rv,1015,1.8,-0.4,REP,3,9/5/24
West,1.3,TIPP,Online Panel,rv,rv,1015,1.8,-0.4,IND,3,9/5/24
Stein,0.8,TIPP,Online Panel,rv,rv,1015,1.8,-0.4,GRE,3,9/5/24
Harris,48,TIPP,Online Panel,lv,lv,949,1.8,-0.4,DEM,3,9/5/24
Trump,47.8,TIPP,Online Panel,lv,lv,949,1.8,-0.4,REP,3,9/5/24
West,1.4,TIPP,Online Panel,lv,lv,949,1.8,-0.4,IND,3,9/5/24
Stein,0.6,TIPP,Online Panel,lv,lv,949,1.8,-0.4,GRE,3,9/5/24
Harris,49,Marist,Live Phone/Online Panel/Text,rv,rv,1413,2.9,-0.9,DEM,7,9/5/24
Trump,48,Marist,Live Phone/Online Panel/Text,rv,rv,1413,2.9,-0.9,REP,7,9/5/24
Harris,49,Morning Consult,Online Panel,lv,lv,10862,1.9,-0.3,DEM,3,9/5/24
Trump,46,Morning Consult,Online Panel,lv,lv,10862,1.9,-0.3,REP,3,9/5/24
Harris,52,Marquette Law School,Live Phone/Email,rv,rv,822,3,-1.1,DEM,10,9/5/24
Trump,48,Marquette Law School,Live Phone/Email,rv,rv,822,3,-1.1,REP,10,9/5/24
Harris,52,Marquette Law School,Live Phone/Email,lv,lv,738,3,-1.1,DEM,10,9/5/24
Trump,48,Marquette Law School,Live Phone/Email,lv,lv,738,3,-1.1,REP,10,9/5/24
Harris,47,Marquette Law School,Live Phone/Email,rv,rv,822,3,-1.1,DEM,10,9/5/24
Trump,43,Marquette Law School,Live Phone/Email,rv,rv,822,3,-1.1,REP,10,9/5/24
Kennedy,6,Marquette Law School,Live Phone/Email,rv,rv,822,3,-1.1,IND,10,9/5/24
Oliver,1,Marquette Law School,Live Phone/Email,rv,rv,822,3,-1.1,LIB,10,9/5/24
Stein,1,Marquette Law School,Live Phone/Email,rv,rv,822,3,-1.1,GRE,10,9/5/24
Terry,0,Marquette Law School,Live Phone/Email,rv,rv,822,3,-1.1,CON,10,9/5/24
West,1,Marquette Law School,Live Phone/Email,rv,rv,822,3,-1.1,IND,10,9/5/24
Harris,48,Marquette Law School,Live Phone/Email,lv,lv,738,3,-1.1,DEM,10,9/5/24
Trump,43,Marquette Law School,Live Phone/Email,lv,lv,738,3,-1.1,REP,10,9/5/24
Kennedy,6,Marquette Law School,Live Phone/Email,lv,lv,738,3,-1.1,IND,10,9/5/24
Oliver,1,Marquette Law School,Live Phone/Email,lv,lv,738,3,-1.1,LIB,10,9/5/24
Stein,1,Marquette Law School,Live Phone/Email,lv,lv,738,3,-1.1,GRE,10,9/5/24
Terry,1,Marquette Law School,Live Phone/Email,lv,lv,738,3,-1.1,CON,10,9/5/24
West,1,Marquette Law School,Live Phone/Email,lv,lv,738,3,-1.1,IND,10,9/5/24
Harris,51.3,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,DEM,7,9/4/24
Trump,47.6,Emerson,IVR/Online Panel/Text-to-Web,lv,lv,1000,2.9,-1.1,REP,7,9/4/24
Harris,49,Morning Consult,Online Panel,lv,lv,11414,1.9,-0.3,DEM,3,9/4/24
Trump,46,Morning Consult,Online Panel,lv,lv,11414,1.9,-0.3,REP,3,9/4/24
Harris,44,SurveyMonkey,Online Panel,rv,rv,18123,2,0.2,DEM,9,9/4/24
Trump,41,SurveyMonkey,Online Panel,rv,rv,18123,2,0.2,REP,9,9/4/24
Harris,39,SurveyMonkey,Online Panel,a,a,20762,2,0.2,DEM,9,9/4/24
Trump,37,SurveyMonkey,Online Panel,a,a,20762,2,0.2,REP,9,9/4/24
Harris,48,Kaiser Family Foundation,Live Phone/Probability Panel,rv,rv,1084,2.5,-0.3,DEM,9.5,9/4/24
Trump,47,Kaiser Family Foundation,Live Phone/Probability Panel,rv,rv,1084,2.5,-0.3,REP,9.5,9/4/24
Harris,42,PRRI,Online Panel/Probability Panel,a,a,5325,1.8,0.4,DEM,9,9/4/24
Trump,36,PRRI,Online Panel/Probability Panel,a,a,5325,1.8,0.4,REP,9,9/4/24
Kennedy,3,PRRI,Online Panel/Probability Panel,a,a,5325,1.8,0.4,IND,9,9/4/24
Stein,1,PRRI,Online Panel/Probability Panel,a,a,5325,1.8,0.4,GRE,9,9/4/24
West,1,PRRI,Online Panel/Probability Panel,a,a,5325,1.8,0.4,IND,9,9/4/24
Harris,47,YouGov,Online Panel,rv,rv,1389,3,-1.1,DEM,9,9/3/24
Trump,45,YouGov,Online Panel,rv,rv,1389,3,-1.1,REP,9,9/3/24
Stein,1,YouGov,Online Panel,rv,rv,1389,3,-1.1,GRE,9,9/3/24
West,0,YouGov,Online Panel,rv,rv,1389,3,-1.1,IND,9,9/3/24
Harris,48.8,Patriot Polling,IVR,rv,rv,1003,1.1,0.6,DEM,5,9/3/24
Trump,47.3,Patriot Polling,IVR,rv,rv,1003,1.1,0.6,REP,5,9/3/24
Harris,47.9,Patriot Polling,IVR,rv,rv,857,1.1,0.6,DEM,5,9/3/24
Trump,49,Patriot Polling,IVR,rv,rv,857,1.1,0.6,REP,5,9/3/24
Harris,48.4,Patriot Polling,IVR,rv,rv,822,1.1,0.6,DEM,5,9/3/24
Trump,47.6,Patriot Polling,IVR,rv,rv,822,1.1,0.6,REP,5,9/3/24
Harris,47.9,Patriot Polling,IVR,rv,rv,826,1.1,0.6,DEM,5,9/3/24
Trump,47.7,Patriot Polling,IVR,rv,rv,826,1.1,0.6,REP,5,9/3/24
Harris,47.5,Patriot Polling,IVR,rv,rv,804,1.1,0.6,DEM,5,9/3/24
Trump,50,Patriot Polling,IVR,rv,rv,804,1.1,0.6,REP,5,9/3/24
Harris,48.3,Patriot Polling,IVR,rv,rv,814,1.1,0.6,DEM,5,9/3/24
Trump,48.9,Patriot Polling,IVR,rv,rv,814,1.1,0.6,REP,5,9/3/24
Harris,46.9,Patriot Polling,IVR,rv,rv,804,1.1,0.6,DEM,5,9/3/24
Trump,48.5,Patriot Polling,IVR,rv,rv,804,1.1,0.6,REP,5,9/3/24
Harris,46.8,Patriot Polling,IVR,rv,rv,788,1.1,0.6,DEM,5,9/3/24
Trump,47,Patriot Polling,IVR,rv,rv,788,1.1,0.6,REP,5,9/3/24
Harris,48,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,9/3/24
Trump,45,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,9/3/24
Harris,50,Morning Consult,Online Panel,lv,lv,11928,1.9,-0.3,DEM,3,9/3/24
Trump,46,Morning Consult,Online Panel,lv,lv,11928,1.9,-0.3,REP,3,9/3/24
Harris,49.9,Big Data Poll,Online Panel/Text-to-Web,lv,lv,3047,1.1,0.2,DEM,7,9/3/24
Trump,50.1,Big Data Poll,Online Panel/Text-to-Web,lv,lv,3047,1.1,0.2,REP,7,9/3/24
Harris,48.3,Big Data Poll,Online Panel/Text-to-Web,lv,lv,3047,1.1,0.2,DEM,7,9/3/24
Trump,47.2,Big Data Poll,Online Panel/Text-to-Web,lv,lv,3047,1.1,0.2,REP,7,9/3/24
Harris,46.7,Big Data Poll,Online Panel/Text-to-Web,lv,lv,3047,1.1,0.2,DEM,7,9/3/24
Trump,46.9,Big Data Poll,Online Panel/Text-to-Web,lv,lv,3047,1.1,0.2,REP,7,9/3/24
Oliver,1.3,Big Data Poll,Online Panel/Text-to-Web,lv,lv,3047,1.1,0.2,LIB,7,9/3/24
Stein,0.8,Big Data Poll,Online Panel/Text-to-Web,lv,lv,3047,1.1,0.2,GRE,7,9/3/24
West,1.2,Big Data Poll,Online Panel/Text-to-Web,lv,lv,3047,1.1,0.2,IND,7,9/3/24
Harris,48,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,9/2/24
Trump,45,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,9/2/24
Harris,50,Morning Consult,Online Panel,lv,lv,12084,1.9,-0.3,DEM,3,9/2/24
Trump,45,Morning Consult,Online Panel,lv,lv,12084,1.9,-0.3,REP,3,9/2/24
Harris,49,Pew,Probability Panel,rv,rv,8044,2.5,-0.4,DEM,8,9/2/24
Trump,49,Pew,Probability Panel,rv,rv,8044,2.5,-0.4,REP,8,9/2/24
Harris,42,Lake Research,Live Phone,lv,lv,600,1.2,0.1,DEM,1,9/2/24
Trump,52,Lake Research,Live Phone,lv,lv,600,1.2,0.1,REP,1,9/2/24
Harris,43.1,Cygnal,Live Phone/Text-to-Web,lv,lv,400,2.1,-1.1,DEM,4,9/1/24
Trump,53,Cygnal,Live Phone/Text-to-Web,lv,lv,400,2.1,-1.1,REP,4,9/1/24
Harris,48,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,9/1/24
Trump,45,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,9/1/24
Harris,50,Morning Consult,Online Panel,lv,lv,11919,1.9,-0.3,DEM,3,9/1/24
Trump,45,Morning Consult,Online Panel,lv,lv,11919,1.9,-0.3,REP,3,9/1/24
Harris,46.8,McLaughlin,Online Panel,rv,rv,2000,0.5,1.6,DEM,4,9/1/24
Trump,47.4,McLaughlin,Online Panel,rv,rv,2000,0.5,1.6,REP,4,9/1/24
Harris,47.3,McLaughlin,Online Panel,lv,lv,1778,0.5,1.6,DEM,4,9/1/24
Trump,48.8,McLaughlin,Online Panel,lv,lv,1778,0.5,1.6,REP,4,9/1/24
Harris,45.4,McLaughlin,Online Panel,rv,rv,2000,0.5,1.6,DEM,4,9/1/24
Trump,44.1,McLaughlin,Online Panel,rv,rv,2000,0.5,1.6,REP,4,9/1/24
West,1.1,McLaughlin,Online Panel,rv,rv,2000,0.5,1.6,IND,4,9/1/24
Stein,0.9,McLaughlin,Online Panel,rv,rv,2000,0.5,1.6,GRE,4,9/1/24
Oliver,0.9,McLaughlin,Online Panel,rv,rv,2000,0.5,1.6,LIB,4,9/1/24
Harris,46.6,McLaughlin,Online Panel,lv,lv,1778,0.5,1.6,DEM,4,9/1/24
Trump,46.2,McLaughlin,Online Panel,lv,lv,1778,0.5,1.6,REP,4,9/1/24
West,1,McLaughlin,Online Panel,lv,lv,1778,0.5,1.6,IND,4,9/1/24
Stein,0.8,McLaughlin,Online Panel,lv,lv,1778,0.5,1.6,GRE,4,9/1/24
Oliver,0.9,McLaughlin,Online Panel,lv,lv,1778,0.5,1.6,LIB,4,9/1/24
Harris,48,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,8/31/24
Trump,45,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,8/31/24
Harris,50,Morning Consult,Online Panel,lv,lv,11495,1.9,-0.3,DEM,3,8/31/24
Trump,46,Morning Consult,Online Panel,lv,lv,11495,1.9,-0.3,REP,3,8/31/24
Harris,39.9,SoonerPoll.com,Online Panel,lv,lv,323,1.8,0.3,DEM,10,8/31/24
Trump,56,SoonerPoll.com,Online Panel,lv,lv,323,1.8,0.3,REP,10,8/31/24
Harris,44,YouGov,Online Panel,rv,rv,1200,3,-1.1,DEM,9,8/31/24
Trump,49,YouGov,Online Panel,rv,rv,1200,3,-1.1,REP,9,8/31/24
Stein,2,YouGov,Online Panel,rv,rv,1200,3,-1.1,GRE,9,8/31/24
Oliver,0,YouGov,Online Panel,rv,rv,1200,3,-1.1,LIB,9,8/31/24
Harris,44,YouGov,Online Panel,rv,rv,1200,3,-1.1,DEM,9,8/31/24
Trump,49,YouGov,Online Panel,rv,rv,1200,3,-1.1,REP,9,8/31/24
Harris,46.2,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,lv,lv,1083,0.7,0.6,DEM,4,8/30/24
Trump,47.3,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,lv,lv,1083,0.7,0.6,REP,4,8/30/24
Harris,46.6,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,lv,lv,1089,0.7,0.6,DEM,4,8/30/24
Trump,47,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,lv,lv,1089,0.7,0.6,REP,4,8/30/24
Harris,44.9,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,lv,lv,1082,0.7,0.6,DEM,4,8/30/24
Trump,47,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,lv,lv,1082,0.7,0.6,REP,4,8/30/24
Harris,48,TIPP,Online Panel,rv,rv,1386,1.8,-0.4,DEM,3,8/30/24
Trump,45,TIPP,Online Panel,rv,rv,1386,1.8,-0.4,REP,3,8/30/24
Harris,47,TIPP,Online Panel,rv,rv,1386,1.8,-0.4,DEM,3,8/30/24
Trump,43,TIPP,Online Panel,rv,rv,1386,1.8,-0.4,REP,3,8/30/24
Kennedy,4,TIPP,Online Panel,rv,rv,1386,1.8,-0.4,IND,3,8/30/24
Stein,1,TIPP,Online Panel,rv,rv,1386,1.8,-0.4,GRE,3,8/30/24
West,0,TIPP,Online Panel,rv,rv,1386,1.8,-0.4,IND,3,8/30/24
Harris,48,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,8/30/24
Trump,45,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,8/30/24
Harris,49,Morning Consult,Online Panel,lv,lv,11214,1.9,-0.3,DEM,3,8/30/24
Trump,46,Morning Consult,Online Panel,lv,lv,11214,1.9,-0.3,REP,3,8/30/24
Harris,56,Gonzales Research & Media Services,Live Phone,rv,rv,820,1.2,0.4,DEM,5,8/30/24
Trump,35,Gonzales Research & Media Services,Live Phone,rv,rv,820,1.2,0.4,REP,5,8/30/24
Harris,44,Redfield & Wilton Strategies,Online Panel,lv,lv,2078,1.8,0.4,DEM,9,8/29/24
Trump,42,Redfield & Wilton Strategies,Online Panel,lv,lv,2078,1.8,0.4,REP,9,8/29/24
Oliver,1,Redfield & Wilton Strategies,Online Panel,lv,lv,2078,1.8,0.4,LIB,9,8/29/24
Stein,1,Redfield & Wilton Strategies,Online Panel,lv,lv,2078,1.8,0.4,GRE,9,8/29/24
Harris,47,Wick,IVR/Text-to-Web,lv,lv,1607,1.4,0.1,DEM,5,8/29/24
Trump,48,Wick,IVR/Text-to-Web,lv,lv,1607,1.4,0.1,REP,5,8/29/24
Oliver,1,Wick,IVR/Text-to-Web,lv,lv,1607,1.4,0.1,LIB,5,8/29/24
Stein,1,Wick,IVR/Text-to-Web,lv,lv,1607,1.4,0.1,GRE,5,8/29/24
Harris,49,Wick,IVR/Text-to-Web,lv,lv,1607,1.4,0.1,DEM,5,8/29/24
Trump,49,Wick,IVR/Text-to-Web,lv,lv,1607,1.4,0.1,REP,5,8/29/24
Harris,48,SurveyUSA,Online Panel,lv,lv,635,2.8,-1.3,DEM,8,8/29/24
